snapshot_date,store_id,sku_id,floor_qty,backroom_qty,system_on_hand_qty,store_name,chip_label,region,city,lat,lon,sku_name,category,subcategory,is_in_assortment,is_shelf_gap,is_phantom,is_backroom_rescue,floor_share,backroom_share,exception_type,action_label
2026-09-09,101,184240,8.0,22.0,30.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Disinfecting Wipes 3pk,Household,Cleaning,1,0,0,0,0.2667,0.7333,ok,
2026-09-09,101,551910,17.0,21.0,38.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Macaroni Salad Tub,Deli,Sides,1,0,0,0,0.4474,0.5526,ok,
2026-09-09,101,551920,8.0,25.0,33.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Turkey Club Sandwich,Deli,Prepared,1,0,0,0,0.2424,0.7576,ok,
2026-09-09,101,774020,19.0,6.0,25.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,HDMI Cable 2-Pack,GM,Electronics,1,0,0,0,0.76,0.24,ok,
2026-09-09,101,774030,5.0,3.0,8.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Phone Charger Kit,GM,Electronics,1,0,0,0,0.625,0.375,ok,
2026-09-09,101,445890,21.0,8.0,29.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Dryer Sheets 240ct,Household,Laundry,1,0,0,0,0.7241,0.2759,ok,
2026-09-09,101,229050,11.0,26.0,37.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Chicken Breast Tray,Meat,Poultry,1,0,0,0,0.2973,0.7027,ok,
2026-09-09,101,229060,6.0,11.0,17.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Atlantic Salmon 2pk,Meat,Seafood,1,0,0,0,0.3529,0.6471,ok,
2026-09-09,101,667310,20.0,9.0,29.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Baby Wipes Soft Pack,Baby,Wipes,1,0,0,0,0.6897,0.3103,ok,
2026-09-09,101,667320,17.0,17.0,34.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Infant Formula Can,Baby,Formula,1,0,0,0,0.5,0.5,ok,
2026-09-09,101,330120,7.0,3.0,10.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Butter Quarters 4pk,Dairy,Butter,1,0,0,0,0.7,0.3,ok,
2026-09-09,101,441210,6.0,22.0,28.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Ballpoint Pens 60ct,Office,Writing,1,0,0,0,0.2143,0.7857,ok,
2026-09-09,101,441220,18.0,7.0,25.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Sticky Notes Value,Office,Supplies,1,0,0,0,0.72,0.28,ok,
2026-09-09,101,990101,7.0,29.0,36.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Bananas Club Bunch,Produce,Fruit,1,0,0,0,0.1944,0.8056,ok,
2026-09-09,101,990110,6.0,30.0,36.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Bag Bag 5lb,Produce,Fruit,1,0,0,0,0.1667,0.8333,ok,
2026-09-09,101,990120,17.0,1.0,18.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Romaine Hearts 3pk,Produce,Veg,1,0,0,0,0.9444,0.0556,ok,
2026-09-09,101,118670,15.0,0.0,15.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Pasta Sauce Twin Pack,Grocery,Pantry,1,0,0,0,1.0,0.0,ok,
2026-09-09,101,118680,0.0,29.0,41.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Olive Oil 2L,Grocery,Pantry,1,1,1,1,0.0,1.0,phantom+rescue,Floor pull · recount
2026-09-09,101,184250,4.0,17.0,21.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Trash Bags 100ct,Household,Cleaning,1,0,0,0,0.1905,0.8095,ok,
2026-09-09,101,774040,17.0,23.0,40.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,LED Bulbs 8pk,GM,Home,1,0,0,0,0.425,0.575,ok,
2026-09-09,101,551930,0.0,32.0,47.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Potato Salad Tub,Deli,Sides,1,1,1,1,0.0,1.0,phantom+rescue,Floor pull · recount
2026-09-09,101,229070,5.0,8.0,13.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Salmon Fillet Pack,Meat,Seafood,1,0,0,0,0.3846,0.6154,ok,
2026-09-09,101,330130,9.0,24.0,33.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Shredded Cheese 2lb,Dairy,Cheese,1,0,0,0,0.2727,0.7273,ok,
2026-09-09,101,667330,12.0,6.0,18.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Toddler Snacks Box,Baby,Food,1,0,0,0,0.6667,0.3333,ok,
2026-09-09,101,441230,0.0,0.0,0.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Binder Clips Assort,Office,Supplies,1,1,0,0,,,true_out,Replenish / order
2026-09-09,101,990130,20.0,26.0,46.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Blueberries Pint,Produce,Fruit,1,0,0,0,0.4348,0.5652,ok,
2026-09-09,101,118690,6.0,13.0,19.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Coffee Pods 100ct,Grocery,Beverages,1,0,0,0,0.3158,0.6842,ok,
2026-09-09,102,118634,0.0,36.0,46.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Bottled Water 40pk,Grocery,Beverages,1,1,1,1,0.0,1.0,phantom+rescue,Floor pull · recount
2026-09-09,102,184220,16.0,26.0,42.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Paper Towels 12pk,Household,Paper,1,0,0,0,0.381,0.619,ok,
2026-09-09,102,551902,5.0,22.0,27.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Rotisserie Chicken,Deli,Prepared,1,0,0,0,0.1852,0.8148,ok,
2026-09-09,102,774015,10.0,17.0,27.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,AA Batteries 48ct,GM,Electronics,1,0,0,0,0.3704,0.6296,ok,
2026-09-09,102,445880,16.0,9.0,25.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Laundry Detergent 2pk,Household,Laundry,1,0,0,0,0.64,0.36,ok,
2026-09-09,102,229045,20.0,19.0,39.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Chicken Breast Family Pack,Meat,Chicken,1,0,0,0,0.5128,0.4872,ok,
2026-09-09,102,667301,12.0,3.0,15.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Diapers Size 4,Baby,Diapers,1,0,0,0,0.8,0.2,ok,
2026-09-09,102,330112,0.0,0.0,0.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Whole Milk Gallon,Dairy,Milk,1,1,0,0,,,true_out,Replenish / order
2026-09-09,102,330118,20.0,23.0,43.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Greek Yogurt 12ct,Dairy,Yogurt,1,0,0,0,0.4651,0.5349,ok,
2026-09-09,102,441201,10.0,5.0,15.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Copy Paper 5-Ream,Office,Paper,1,0,0,0,0.6667,0.3333,ok,
2026-09-09,102,118640,5.0,10.0,15.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Sparkling Water 24pk,Grocery,Beverages,1,0,0,0,0.3333,0.6667,ok,
2026-09-09,102,118655,20.0,3.0,23.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Trail Mix Value Pack,Grocery,Snacks,1,0,0,0,0.8696,0.1304,ok,
2026-09-09,102,184230,20.0,30.0,50.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Toilet Paper 30ct,Household,Paper,1,0,0,0,0.4,0.6,ok,
2026-09-09,102,184240,17.0,22.0,39.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Disinfecting Wipes 3pk,Household,Cleaning,1,0,0,0,0.4359,0.5641,ok,
2026-09-09,102,551910,13.0,12.0,25.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Macaroni Salad Tub,Deli,Sides,1,0,0,0,0.52,0.48,ok,
2026-09-09,102,551920,0.0,0.0,0.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Turkey Club Sandwich,Deli,Prepared,1,1,0,0,,,true_out,Replenish / order
2026-09-09,102,774020,15.0,6.0,21.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,HDMI Cable 2-Pack,GM,Electronics,1,0,0,0,0.7143,0.2857,ok,
2026-09-09,102,774030,3.0,5.0,8.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Phone Charger Kit,GM,Electronics,1,0,0,0,0.375,0.625,ok,
2026-09-09,102,445890,16.0,30.0,46.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Dryer Sheets 240ct,Household,Laundry,1,0,0,0,0.3478,0.6522,ok,
2026-09-09,102,229050,18.0,19.0,37.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Chicken Breast Tray,Meat,Poultry,1,0,0,0,0.4865,0.5135,ok,
2026-09-09,102,229060,20.0,23.0,43.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Atlantic Salmon 2pk,Meat,Seafood,1,0,0,0,0.4651,0.5349,ok,
2026-09-09,102,667310,19.0,17.0,36.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Baby Wipes Soft Pack,Baby,Wipes,1,0,0,0,0.5278,0.4722,ok,
2026-09-09,102,667320,5.0,7.0,12.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Infant Formula Can,Baby,Formula,1,0,0,0,0.4167,0.5833,ok,
2026-09-09,102,330120,18.0,12.0,30.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Butter Quarters 4pk,Dairy,Butter,1,0,0,0,0.6,0.4,ok,
2026-09-09,102,441210,17.0,19.0,36.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Ballpoint Pens 60ct,Office,Writing,1,0,0,0,0.4722,0.5278,ok,
2026-09-09,102,441220,13.0,13.0,26.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Sticky Notes Value,Office,Supplies,1,0,0,0,0.5,0.5,ok,
2026-09-09,102,990101,12.0,8.0,20.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Bananas Club Bunch,Produce,Fruit,1,0,0,0,0.6,0.4,ok,
2026-09-09,102,990110,13.0,5.0,18.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Bag Bag 5lb,Produce,Fruit,1,0,0,0,0.7222,0.2778,ok,
2026-09-09,102,990120,16.0,28.0,44.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Romaine Hearts 3pk,Produce,Veg,1,0,0,0,0.3636,0.6364,ok,
2026-09-09,102,118670,18.0,24.0,42.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Pasta Sauce Twin Pack,Grocery,Pantry,1,0,0,0,0.4286,0.5714,ok,
2026-09-09,102,118680,11.0,17.0,28.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Olive Oil 2L,Grocery,Pantry,1,0,0,0,0.3929,0.6071,ok,
2026-09-09,102,184250,5.0,12.0,17.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Trash Bags 100ct,Household,Cleaning,1,0,0,0,0.2941,0.7059,ok,
2026-09-09,102,774040,11.0,27.0,38.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,LED Bulbs 8pk,GM,Home,1,0,0,0,0.2895,0.7105,ok,
2026-09-09,102,551930,6.0,19.0,25.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Potato Salad Tub,Deli,Sides,1,0,0,0,0.24,0.76,ok,
2026-09-09,102,229070,6.0,8.0,14.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Salmon Fillet Pack,Meat,Seafood,1,0,0,0,0.4286,0.5714,ok,
2026-09-09,102,330130,17.0,0.0,17.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Shredded Cheese 2lb,Dairy,Cheese,1,0,0,0,1.0,0.0,ok,
2026-09-09,102,667330,11.0,25.0,36.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Toddler Snacks Box,Baby,Food,1,0,0,0,0.3056,0.6944,ok,
2026-09-09,102,441230,10.0,24.0,34.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Binder Clips Assort,Office,Supplies,1,0,0,0,0.2941,0.7059,ok,
2026-09-09,102,990130,18.0,1.0,19.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Blueberries Pint,Produce,Fruit,1,0,0,0,0.9474,0.0526,ok,
2026-09-09,102,118690,5.0,8.0,13.0,warehouse_2,warehouse_2,Northeast,"Dedham, MA",42.231627,-71.176682,Coffee Pods 100ct,Grocery,Beverages,1,0,0,0,0.3846,0.6154,ok,
2026-09-09,103,118634,21.0,4.0,25.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Bottled Water 40pk,Grocery,Beverages,1,0,0,0,0.84,0.16,ok,
2026-09-09,103,184220,5.0,5.0,10.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Paper Towels 12pk,Household,Paper,1,0,0,0,0.5,0.5,ok,
2026-09-09,103,551902,15.0,19.0,34.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Rotisserie Chicken,Deli,Prepared,1,0,0,0,0.4412,0.5588,ok,
2026-09-09,103,774015,12.0,2.0,14.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,AA Batteries 48ct,GM,Electronics,1,0,0,0,0.8571,0.1429,ok,
2026-09-09,103,445880,22.0,5.0,27.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Laundry Detergent 2pk,Household,Laundry,1,0,0,0,0.8148,0.1852,ok,
2026-09-09,103,229045,0.0,0.0,57.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Chicken Breast Family Pack,Meat,Chicken,1,1,1,0,,,phantom,Recount / system fix
2026-09-09,103,667301,3.0,4.0,7.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Diapers Size 4,Baby,Diapers,1,0,0,0,0.4286,0.5714,ok,
2026-09-09,103,330112,7.0,29.0,36.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Whole Milk Gallon,Dairy,Milk,1,0,0,0,0.1944,0.8056,ok,
2026-09-09,103,330118,18.0,28.0,46.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Greek Yogurt 12ct,Dairy,Yogurt,1,0,0,0,0.3913,0.6087,ok,
2026-09-09,103,441201,21.0,25.0,46.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Copy Paper 5-Ream,Office,Paper,1,0,0,0,0.4565,0.5435,ok,
2026-09-09,103,118640,4.0,19.0,23.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Sparkling Water 24pk,Grocery,Beverages,1,0,0,0,0.1739,0.8261,ok,
2026-09-09,103,118655,6.0,10.0,16.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Trail Mix Value Pack,Grocery,Snacks,1,0,0,0,0.375,0.625,ok,
2026-09-09,103,184230,5.0,5.0,10.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Toilet Paper 30ct,Household,Paper,1,0,0,0,0.5,0.5,ok,
2026-09-09,103,184240,9.0,30.0,39.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Disinfecting Wipes 3pk,Household,Cleaning,1,0,0,0,0.2308,0.7692,ok,
2026-09-09,103,551910,13.0,24.0,37.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Macaroni Salad Tub,Deli,Sides,1,0,0,0,0.3514,0.6486,ok,
2026-09-09,103,551920,20.0,18.0,38.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Turkey Club Sandwich,Deli,Prepared,1,0,0,0,0.5263,0.4737,ok,
2026-09-09,103,774020,16.0,21.0,37.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,HDMI Cable 2-Pack,GM,Electronics,1,0,0,0,0.4324,0.5676,ok,
2026-09-09,103,774030,10.0,23.0,33.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Phone Charger Kit,GM,Electronics,1,0,0,0,0.303,0.697,ok,
2026-09-09,103,445890,12.0,14.0,26.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Dryer Sheets 240ct,Household,Laundry,1,0,0,0,0.4615,0.5385,ok,
2026-09-09,103,229050,7.0,11.0,18.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Chicken Breast Tray,Meat,Poultry,1,0,0,0,0.3889,0.6111,ok,
2026-09-09,103,229060,12.0,26.0,38.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Atlantic Salmon 2pk,Meat,Seafood,1,0,0,0,0.3158,0.6842,ok,
2026-09-09,103,667310,18.0,12.0,30.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Baby Wipes Soft Pack,Baby,Wipes,1,0,0,0,0.6,0.4,ok,
2026-09-09,103,667320,9.0,24.0,33.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Infant Formula Can,Baby,Formula,1,0,0,0,0.2727,0.7273,ok,
2026-09-09,103,330120,8.0,6.0,14.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Butter Quarters 4pk,Dairy,Butter,1,0,0,0,0.5714,0.4286,ok,
2026-09-09,103,441210,16.0,1.0,17.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Ballpoint Pens 60ct,Office,Writing,1,0,0,0,0.9412,0.0588,ok,
2026-09-09,103,441220,18.0,26.0,44.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Sticky Notes Value,Office,Supplies,1,0,0,0,0.4091,0.5909,ok,
2026-09-09,103,990101,14.0,7.0,21.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Bananas Club Bunch,Produce,Fruit,1,0,0,0,0.6667,0.3333,ok,
2026-09-09,103,990110,4.0,21.0,25.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Bag Bag 5lb,Produce,Fruit,1,0,0,0,0.16,0.84,ok,
2026-09-09,103,990120,8.0,12.0,20.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Romaine Hearts 3pk,Produce,Veg,1,0,0,0,0.4,0.6,ok,
2026-09-09,103,118670,21.0,15.0,36.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Pasta Sauce Twin Pack,Grocery,Pantry,1,0,0,0,0.5833,0.4167,ok,
2026-09-09,103,118680,20.0,28.0,48.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Olive Oil 2L,Grocery,Pantry,1,0,0,0,0.4167,0.5833,ok,
2026-09-09,103,184250,16.0,26.0,42.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Trash Bags 100ct,Household,Cleaning,1,0,0,0,0.381,0.619,ok,
2026-09-09,103,774040,17.0,6.0,23.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,LED Bulbs 8pk,GM,Home,1,0,0,0,0.7391,0.2609,ok,
2026-09-09,103,551930,16.0,2.0,18.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Potato Salad Tub,Deli,Sides,1,0,0,0,0.8889,0.1111,ok,
2026-09-09,103,229070,3.0,12.0,15.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Salmon Fillet Pack,Meat,Seafood,1,0,0,0,0.2,0.8,ok,
2026-09-09,103,330130,11.0,1.0,12.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Shredded Cheese 2lb,Dairy,Cheese,1,0,0,0,0.9167,0.0833,ok,
2026-09-09,103,667330,16.0,12.0,28.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Toddler Snacks Box,Baby,Food,1,0,0,0,0.5714,0.4286,ok,
2026-09-09,103,441230,11.0,23.0,34.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Binder Clips Assort,Office,Supplies,1,0,0,0,0.3235,0.6765,ok,
2026-09-09,103,990130,0.0,0.0,58.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Blueberries Pint,Produce,Fruit,1,1,1,0,,,phantom,Recount / system fix
2026-09-09,103,118690,19.0,14.0,33.0,warehouse_3,warehouse_3,Northeast,"Waltham, MA",42.39436,-71.265464,Coffee Pods 100ct,Grocery,Beverages,1,0,0,0,0.5758,0.4242,ok,
2026-09-10,101,118634,6.0,29.0,35.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Bottled Water 40pk,Grocery,Beverages,1,0,0,0,0.1714,0.8286,ok,
2026-09-10,101,184220,7.0,20.0,27.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Paper Towels 12pk,Household,Paper,1,0,0,0,0.2593,0.7407,ok,
2026-09-10,101,551902,6.0,19.0,25.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Rotisserie Chicken,Deli,Prepared,1,0,0,0,0.24,0.76,ok,
2026-09-10,101,774015,0.0,25.0,57.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,AA Batteries 48ct,GM,Electronics,1,1,1,1,0.0,1.0,phantom+rescue,Floor pull · recount
2026-09-10,101,445880,14.0,25.0,39.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Laundry Detergent 2pk,Household,Laundry,1,0,0,0,0.359,0.641,ok,
2026-09-10,101,229045,11.0,22.0,33.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Chicken Breast Family Pack,Meat,Chicken,1,0,0,0,0.3333,0.6667,ok,
2026-09-10,101,667301,18.0,29.0,47.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Diapers Size 4,Baby,Diapers,1,0,0,0,0.383,0.617,ok,
2026-09-10,101,330112,20.0,9.0,29.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Whole Milk Gallon,Dairy,Milk,1,0,0,0,0.6897,0.3103,ok,
2026-09-10,101,330118,3.0,7.0,10.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Greek Yogurt 12ct,Dairy,Yogurt,1,0,0,0,0.3,0.7,ok,
2026-09-10,101,441201,21.0,25.0,46.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Copy Paper 5-Ream,Office,Paper,1,0,0,0,0.4565,0.5435,ok,
2026-09-10,101,118640,7.0,2.0,9.0,warehouse_1,warehouse_1,Northeast,"Everett, MA",42.402137,-71.069774,Sparkling Water 24pk,Grocery,Beverages,1,0,0,0,0.7778,0.2222,ok,
